name,port,date,rxb,txb,rxm,txm
el01gw02,1A_ETH_1,21/04/2016-08:30,2531364,8603353,2,8
el01gw02,1A_ETH_1,21/04/2016-08:45,2671803,8633922,2,8
el01gw02,1A_ETH_1,21/04/2016-09:00,2808952,8803560,2,8
el01gw02,1A_ETH_1,21/04/2016-09:15,2715737,8751425,2,8
el01gw02,1A_ETH_1,21/04/2016-09:30,3235732,9259274,3,8
el01gw02,1A_ETH_1,21/04/2016-09:45,3382562,9713481,3,9
el01gw02,1A_ETH_1,21/04/2016-10:00,3799573,10036251,3,9
el01gw02,1A_ETH_1,21/04/2016-10:15,2951823,8913001,2,8
el01gw02,1A_ETH_1,21/04/2016-10:30,2706046,8650768,2,8
el01gw02,1A_ETH_1,21/04/2016-10:45,2928315,8745402,2,8
el01gw02,1A_ETH_1,21/04/2016-11:00,4178290,9403395,3,8
el01gw02,1A_ETH_1,21/04/2016-11:15,3001650,8925026,2,8
el01gw02,1A_ETH_1,21/04/2016-11:30,2710660,8500978,2,8
el01gw02,1A_ETH_1,21/04/2016-11:45,2519733,8607362,2,8
el01gw02,1A_ETH_1,21/04/2016-12:00,2121175,8508381,2,8
el01gw02,1A_ETH_1,21/04/2016-12:15,2080416,8361427,1,7
el01gw02,1A_ETH_1,21/04/2016-12:30,2059195,8298741,1,7
el01gw02,1A_ETH_1,21/04/2016-12:45,2059236,8372566,1,7
el01gw02,1A_ETH_1,21/04/2016-13:00,2208468,8550799,2,8
el01gw02,1A_ETH_1,21/04/2016-13:15,2068890,8505954,1,8
el01gw02,1A_ETH_1,21/04/2016-13:30,2143435,8577147,2,8
el01gw02,1A_ETH_1,21/04/2016-13:45,2145445,8358003,2,7
el01gw02,1A_ETH_1,21/04/2016-14:00,2476929,8475985,2,8
