name,port,date,rxb,txb,rxm,txm
el01gw02,1A_ETH_1,02/03/2016-20:15,1352319,904904,1,0
el01gw02,1A_ETH_1,02/03/2016-20:30,1204854,947173,1,0
el01gw02,1A_ETH_1,02/03/2016-20:45,1046979,805018,0,0
el01gw02,1A_ETH_1,02/03/2016-21:00,953911,763125,0,0
el01gw02,1A_ETH_1,02/03/2016-21:15,864480,696183,0,0
el01gw02,1A_ETH_1,02/03/2016-21:30,739225,652798,0,0
el01gw02,1A_ETH_1,02/03/2016-21:45,599770,505962,0,0
el01gw02,1A_ETH_1,02/03/2016-22:00,535946,489454,0,0
el01gw02,1A_ETH_1,02/03/2016-22:15,465469,410185,0,0
el01gw02,1A_ETH_1,02/03/2016-22:30,413950,386431,0,0
el01gw02,1A_ETH_1,02/03/2016-22:45,375108,333592,0,0
el01gw02,1A_ETH_1,02/03/2016-23:00,357946,310234,0,0
el01gw02,1A_ETH_1,02/03/2016-23:15,322828,284774,0,0
el01gw02,1A_ETH_1,02/03/2016-23:30,316659,286629,0,0
el01gw02,1A_ETH_1,02/03/2016-23:45,278777,251991,0,0
el01gw02,1A_ETH_1,03/03/2016-00:00,299103,352922,0,0
el01gw02,1A_ETH_1,03/03/2016-00:15,231002,243995,0,0
el01gw02,1A_ETH_1,03/03/2016-00:30,254431,250554,0,0
el01gw02,1A_ETH_1,03/03/2016-00:45,253548,250236,0,0
el01gw02,1A_ETH_1,03/03/2016-01:00,328408,325796,0,0
el01gw02,1A_ETH_1,03/03/2016-01:15,388424,342011,0,0
el01gw02,1A_ETH_1,03/03/2016-01:30,399653,354391,0,0
el01gw02,1A_ETH_1,03/03/2016-01:45,408175,355117,0,0
el01gw02,1A_ETH_1,03/03/2016-02:00,380823,322733,0,0
el01gw02,1A_ETH_1,03/03/2016-02:15,367652,259317,0,0
el01gw02,1A_ETH_1,03/03/2016-02:30,360114,267942,0,0
el01gw02,1A_ETH_1,03/03/2016-02:45,349682,259491,0,0
el01gw02,1A_ETH_1,03/03/2016-03:00,398397,318866,0,0
el01gw02,1A_ETH_1,03/03/2016-03:15,363776,260806,0,0
el01gw02,1A_ETH_1,03/03/2016-03:30,375355,280674,0,0
el01gw02,1A_ETH_1,03/03/2016-03:45,373377,259719,0,0
el01gw02,1A_ETH_1,03/03/2016-04:00,357376,266750,0,0
el01gw02,1A_ETH_1,03/03/2016-04:15,378210,262006,0,0
el01gw02,1A_ETH_1,03/03/2016-04:30,370365,282867,0,0
el01gw02,1A_ETH_1,03/03/2016-04:45,378217,272227,0,0
el01gw02,1A_ETH_1,03/03/2016-05:00,386921,280914,0,0
el01gw02,1A_ETH_1,03/03/2016-05:15,366556,277711,0,0
el01gw02,1A_ETH_1,03/03/2016-05:30,408197,300545,0,0
el01gw02,1A_ETH_1,03/03/2016-05:45,389982,299021,0,0
el01gw02,1A_ETH_1,03/03/2016-06:00,467749,346712,0,0
el01gw02,1A_ETH_1,03/03/2016-06:15,511760,365785,0,0
