name,date,mem,cpu,established,timewait,closewait,finw1,finw2,nprocs,nopenf
el01cn11,01/04/2016-01:00,30.3571,2.89,1298,442,260,0,107,15167,24768
el01cn11,01/04/2016-01:05,30.3571,0.55,1280,323,257,0,81,15160,24288
el01cn11,01/04/2016-01:10,30.3571,0.80,1288,665,240,0,97,15166,23808
el01cn11,01/04/2016-01:15,30.3571,0.92,1301,592,376,0,118,15162,24768
el01cn11,01/04/2016-01:20,30.3571,1.71,1301,695,229,0,96,15171,23904
el01cn11,01/04/2016-01:25,30.3571,2.43,1290,844,244,0,108,15163,24384
el01cn11,01/04/2016-01:30,30.3571,4.70,1304,654,175,0,117,15170,23904
el01cn11,01/04/2016-01:35,30.3571,0.66,1301,816,194,0,95,15163,23520
el01cn11,01/04/2016-01:40,30.3571,0.78,1292,659,234,0,92,15170,22848
el01cn11,01/04/2016-01:45,30.3571,0.51,1295,411,249,0,111,15166,23328
el01cn11,01/04/2016-01:50,30.3571,0.63,1295,677,231,0,92,15172,23616
el01cn11,01/04/2016-01:55,30.3571,2.43,1280,602,290,0,105,15165,24480
el01cn11,01/04/2016-02:00,30.3571,0.88,1305,750,195,0,115,15175,24480
el01cn11,01/04/2016-02:05,30.3571,0.81,1301,734,223,0,96,15167,24000
el01cn11,01/04/2016-02:10,30.3571,0.69,1290,611,273,0,137,15177,23904
el01cn11,01/04/2016-02:15,30.3571,0.76,1295,652,321,0,116,15171,23616
el01cn11,01/04/2016-02:20,30.3571,0.91,1291,464,249,0,90,15170,23040
el01cn11,01/04/2016-02:25,30.3571,0.62,1292,724,349,0,112,15177,23904
el01cn11,01/04/2016-02:30,30.3571,1.48,1293,776,195,0,123,15171,23328
el01cn11,01/04/2016-02:35,30.3571,0.88,1292,685,163,0,94,15176,22656
el01cn11,01/04/2016-02:40,30.3571,0.41,1284,739,280,0,99,15171,23616
el01cn11,01/04/2016-02:45,30.3571,1.79,1298,628,221,0,115,15178,23616
el01cn11,01/04/2016-02:50,30.3571,1.25,1300,669,181,0,101,15171,23328
el01cn11,01/04/2016-02:55,30.3571,2.32,1291,674,267,0,114,15178,22944
el01cn11,01/04/2016-03:00,30.3571,1.30,1298,698,207,0,113,15174,23520
el01cn11,01/04/2016-03:05,30.3571,1.17,1301,1264,129,0,109,15164,22560
el01cn11,01/04/2016-03:10,30.3571,1.08,1294,568,277,0,130,15158,23424
el01cn11,01/04/2016-03:15,30.3571,0.47,1294,635,302,0,110,15166,24000
el01cn11,01/04/2016-03:20,30.3571,0.70,1299,951,216,0,104,15161,23232
el01cn11,01/04/2016-03:25,30.3571,2.90,1294,741,293,0,109,15167,23904
el01cn11,01/04/2016-03:30,30.3571,2.94,1305,1084,202,0,101,15197,23520
el01cn11,01/04/2016-03:35,30.3571,1.67,1307,1054,227,0,117,15167,23520
el01cn11,01/04/2016-03:40,30.3571,1.53,1294,679,185,0,101,15163,23328
el01cn11,01/04/2016-03:45,30.3571,0.41,1284,649,252,0,108,15170,23424
el01cn11,01/04/2016-03:50,30.3571,3.15,1294,639,252,0,112,15163,23040
el01cn11,01/04/2016-03:55,30.3571,2.38,1299,944,285,0,100,15169,23040
el01cn11,01/04/2016-04:00,30.3571,0.94,1305,937,267,0,101,15166,23712
el01cn11,01/04/2016-04:05,30.3571,0.38,1288,574,205,0,110,15171,22848
el01cn11,01/04/2016-04:10,30.3571,1.35,1282,734,216,0,128,15165,22944
el01cn11,01/04/2016-04:15,30.3571,1.18,1299,565,392,0,99,15173,23424
el01cn11,01/04/2016-04:20,30.3571,3.22,1302,1055,212,0,117,15168,23808
el01cn11,01/04/2016-04:25,30.3571,0.96,1300,954,230,0,101,15174,24288
el01cn11,01/04/2016-04:30,30.3571,0.91,1299,1086,178,0,109,15170,24192
el01cn11,01/04/2016-04:35,30.3571,0.75,1302,696,232,0,114,15174,23904
el01cn11,01/04/2016-04:40,30.3571,3.70,1311,880,220,0,99,15169,24672
el01cn11,01/04/2016-04:45,30.3571,1.21,1303,1013,298,0,105,15176,24480
el01cn11,01/04/2016-04:50,30.3571,0.58,1287,452,211,0,108,15169,24672
el01cn11,01/04/2016-04:55,30.3571,0.63,1287,729,220,0,89,15175,24864
el01cn11,01/04/2016-05:00,30.3571,0.41,1293,788,221,0,104,15172,24672
el01cn11,01/04/2016-05:05,30.3571,0.51,1291,702,202,0,114,15179,24000
el01cn11,01/04/2016-05:10,30.3571,1.86,1300,913,245,0,106,15172,24768
el01cn11,01/04/2016-05:15,30.3571,0.58,1310,597,214,0,112,15179,23904
