name,date,mem,cpu,established,timewait,closewait,finw1,finw2,nprocs,nopenf
el01cn15,01/04/2016-09:30,30.3571,1.91,1456,2166,86,0,119,15293,25152
el01cn15,01/04/2016-09:35,30.3571,2.01,1481,2759,132,0,99,15286,25152
el01cn15,01/04/2016-09:40,30.3571,2.30,1466,2582,78,0,101,15294,24384
el01cn15,01/04/2016-09:45,30.3571,3.43,1472,2238,96,0,119,15292,24480
el01cn15,01/04/2016-09:50,30.3571,10.37,1468,2468,129,0,104,15293,24672
el01cn15,01/04/2016-09:55,30.3571,8.77,1471,2469,73,0,107,15270,24096
el01cn15,01/04/2016-10:00,30.3571,6.75,1490,2368,77,0,112,15278,24384
el01cn15,01/04/2016-10:05,30.3571,8.04,1487,2620,140,0,95,15269,24480
el01cn15,01/04/2016-10:10,30.3571,6.43,1473,2712,108,0,108,15275,24096
el01cn15,01/04/2016-10:15,30.3571,2.69,1486,2819,96,0,117,15275,23904
el01cn15,01/04/2016-10:20,30.3571,6.05,1469,2841,125,0,100,15279,24384
el01cn15,01/04/2016-10:25,30.3571,5.92,1466,2902,69,0,109,15281,24000
el01cn15,01/04/2016-10:30,30.3571,5.77,1464,2685,75,0,120,15284,24096
el01cn15,01/04/2016-10:35,30.3571,8.89,1483,2655,151,0,98,15276,23808
el01cn15,01/04/2016-10:40,30.3571,2.93,1457,2515,89,0,102,15283,23712
el01cn15,01/04/2016-10:45,30.3571,3.25,1478,2365,88,0,102,15282,24000
el01cn15,01/04/2016-10:50,30.3571,6.55,1472,2530,134,0,110,15287,24192
el01cn15,01/04/2016-10:55,30.3571,8.57,1477,2596,86,1,108,15337,24768
el01cn15,01/04/2016-11:00,30.3571,9.74,1478,2610,86,0,106,15285,24960
el01cn15,01/04/2016-11:05,30.3571,2.35,1472,2681,147,0,116,15288,25056
el01cn15,01/04/2016-11:10,30.3571,7.07,1483,3006,120,0,120,15284,24480
el01cn15,01/04/2016-11:15,30.3571,6.18,1500,2338,93,0,109,15294,24288
el01cn15,01/04/2016-11:20,30.3571,2.56,1489,2550,135,0,114,15287,24672
el01cn15,01/04/2016-11:25,30.3571,4.07,1466,2541,123,0,131,15302,24384
el01cn15,01/04/2016-11:30,30.3571,7.25,1463,2085,70,0,101,15291,24000
el01cn15,01/04/2016-11:35,30.3571,8.40,1468,2189,163,1,124,15294,24384
el01cn15,01/04/2016-11:40,30.3571,2.85,1460,2178,139,0,106,15289,24000
el01cn15,01/04/2016-11:45,30.3571,9.53,1463,2100,79,0,105,15298,23808
el01cn15,01/04/2016-11:50,30.3571,7.22,1465,2416,85,0,110,15289,23808
el01cn15,01/04/2016-11:55,30.3571,6.48,1468,2767,122,0,114,15297,23616
el01cn15,01/04/2016-12:00,30.3571,7.97,1496,2514,101,0,104,15294,24480
el01cn15,01/04/2016-12:05,30.3571,6.41,1478,2553,88,0,112,15296,24768
el01cn15,01/04/2016-12:10,30.3571,5.03,1471,2446,134,0,115,15292,24384
el01cn15,01/04/2016-12:15,30.3571,2.66,1487,2073,112,0,120,15302,24288
el01cn15,01/04/2016-12:20,30.3571,2.67,1473,2695,92,0,113,15294,24672
el01cn15,01/04/2016-12:25,30.3571,3.85,1472,2468,122,0,99,15311,24480
el01cn15,01/04/2016-12:30,30.3571,6.33,1480,2399,101,0,120,15274,24096
el01cn15,01/04/2016-12:35,30.3571,4.81,1480,2289,84,0,121,15277,24192
el01cn15,01/04/2016-12:40,30.3571,5.29,1472,2275,150,0,99,15274,24000
el01cn15,01/04/2016-12:45,30.3571,2.53,1477,2170,77,0,118,15280,24768
el01cn15,01/04/2016-12:50,30.3571,3.52,1469,2384,110,0,116,15272,25056
el01cn15,01/04/2016-12:55,30.3571,5.06,1469,2460,129,0,110,15279,24960
el01cn15,01/04/2016-13:00,30.3571,3.05,1476,1980,100,0,111,15278,25344
el01cn15,01/04/2016-13:05,30.3571,7.47,1472,2410,75,0,114,15282,25440
el01cn15,01/04/2016-13:10,30.3571,1.85,1472,2509,148,0,109,15275,25440
el01cn15,01/04/2016-13:15,30.3571,6.28,1470,2109,87,0,104,15285,25536
el01cn15,01/04/2016-13:20,30.3571,6.11,1477,2086,98,0,110,15278,25920
el01cn15,01/04/2016-13:25,30.3571,2.60,1471,2297,139,0,107,15292,25344
el01cn15,01/04/2016-13:30,30.3571,5.27,1470,2687,105,0,114,15282,25344
el01cn15,01/04/2016-13:35,30.3571,2.60,1470,2321,78,0,100,15286,25632
el01cn15,01/04/2016-13:40,30.3571,2.07,1462,2541,154,0,119,15281,25344
el01cn15,01/04/2016-13:45,30.3571,3.30,1465,2269,149,0,127,15289,25344
el01cn15,01/04/2016-13:50,30.3571,1.73,1464,2279,92,0,103,15282,25152
el01cn15,01/04/2016-13:55,30.3571,4.30,1474,2314,143,0,118,15289,25728
el01cn15,01/04/2016-14:00,30.3571,3.08,1489,1997,148,0,111,15287,24864
el01cn15,01/04/2016-14:05,30.3571,2.65,1478,2458,101,0,115,15289,25632
el01cn15,01/04/2016-14:10,30.3571,1.79,1471,2756,153,0,119,15284,25056
el01cn15,01/04/2016-14:15,30.3571,2.25,1474,2503,130,0,109,15295,25536
el01cn15,01/04/2016-14:20,30.3571,2.29,1475,2460,104,0,113,15287,25440
el01cn15,01/04/2016-14:25,30.3571,4.37,1465,2294,102,0,120,15302,24384
el01cn15,01/04/2016-14:30,30.3571,4.08,1477,2057,155,0,88,15292,24960
el01cn15,01/04/2016-14:35,30.3571,2.21,1471,2257,105,0,114,15296,24768
el01cn15,01/04/2016-14:40,30.3571,5.57,1482,2348,97,0,111,15290,24672
el01cn15,01/04/2016-14:45,30.3571,2.23,1484,2259,144,0,93,15299,25344
el01cn15,01/04/2016-14:50,30.3571,5.91,1470,2329,89,0,110,15271,25056
el01cn15,01/04/2016-14:55,30.3571,1.96,1459,1974,103,0,109,15282,24960
el01cn15,01/04/2016-15:00,30.3571,3.36,1515,2426,165,0,102,15277,25440
el01cn15,01/04/2016-15:05,30.3571,2.10,1479,1366,148,0,124,15279,26016
el01cn15,01/04/2016-15:10,30.3571,1.73,1471,1547,152,0,122,15274,25440
el01cn15,01/04/2016-15:15,30.3571,2.45,1467,2252,144,0,104,15285,25824
el01cn15,01/04/2016-15:20,30.3571,2.54,1481,2120,83,0,114,15275,26016
el01cn15,01/04/2016-15:25,30.3571,2.12,1490,1866,137,0,124,15291,26016
el01cn15,01/04/2016-15:30,30.3571,1.80,1465,1368,176,1,105,15280,26208
el01cn15,01/04/2016-15:35,30.3571,1.47,1463,1300,163,0,118,15284,27264
el01cn15,01/04/2016-15:40,30.3571,1.55,1466,1211,178,0,125,15279,26592
el01cn15,01/04/2016-15:45,30.3571,1.74,1457,1226,188,0,118,15288,26880
el01cn15,01/04/2016-15:50,30.3571,1.33,1447,1199,175,0,119,15279,27264
el01cn15,01/04/2016-15:55,30.3571,1.31,1453,1163,164,0,123,15288,27744
el01cn15,01/04/2016-16:00,30.3571,1.41,1450,1285,147,0,123,15285,27264
el01cn15,01/04/2016-16:05,30.3571,2.41,1461,1343,135,0,131,15289,27648
el01cn15,01/04/2016-16:10,30.3571,1.62,1455,1210,190,0,119,15281,26880
el01cn15,01/04/2016-16:15,30.3571,4.48,1454,1425,174,0,138,15293,26784
el01cn15,01/04/2016-16:20,30.3571,4.69,1446,1190,133,0,112,15285,25824
el01cn15,01/04/2016-16:25,30.3571,2.08,1444,1200,172,0,109,15299,25920
el01cn15,01/04/2016-16:30,30.3571,3.77,1470,1378,207,0,123,15288,25632
el01cn15,01/04/2016-16:35,30.3571,2.62,1479,1990,110,0,109,15292,25632
el01cn15,01/04/2016-16:40,30.3571,2.68,1480,2265,114,1,113,15288,25248
el01cn15,01/04/2016-16:45,30.3571,1.84,1474,2340,137,0,130,15295,24576
el01cn15,01/04/2016-16:50,30.3571,4.02,1461,2256,124,0,113,15289,24000
el01cn15,01/04/2016-16:55,30.3571,2.39,1460,2115,104,1,113,15296,23424
el01cn15,01/04/2016-17:00,30.3571,5.33,1462,2192,79,0,108,15293,23136
el01cn15,01/04/2016-17:05,30.3571,2.30,1467,2205,150,0,98,15295,22944
el01cn15,01/04/2016-17:10,30.3571,2.83,1466,2172,79,0,112,15292,23232
el01cn15,01/04/2016-17:15,30.3571,3.19,1465,2211,96,1,110,15302,22944
el01cn15,01/04/2016-17:20,30.3571,4.72,1468,2307,126,0,101,15294,23424
el01cn15,01/04/2016-17:25,30.3571,7.31,1457,2305,80,0,115,15307,23424
el01cn15,01/04/2016-17:30,30.3571,1.97,1461,2162,83,0,115,15276,23232
el01cn15,01/04/2016-17:35,30.3571,5.04,1470,2241,139,0,93,15282,22944
el01cn15,01/04/2016-17:40,30.3571,7.97,1465,2310,76,0,106,15276,23136
el01cn15,01/04/2016-17:45,30.3571,9.94,1471,2224,88,0,118,15284,23136
el01cn15,01/04/2016-17:50,30.3571,4.10,1458,2113,130,0,96,15275,23328
el01cn15,01/04/2016-17:55,30.3571,5.38,1479,2168,65,0,108,15287,22848
el01cn15,01/04/2016-18:00,30.3571,6.30,1469,2192,91,0,107,15283,22176
el01cn15,01/04/2016-18:05,30.3571,8.15,1462,2264,147,0,112,15287,23136
el01cn15,01/04/2016-18:10,30.3571,1.59,1467,2348,143,0,106,15281,23040
el01cn15,01/04/2016-18:15,30.3571,9.38,1460,2509,76,0,103,15291,22752
el01cn15,01/04/2016-18:20,30.3571,4.48,1470,2634,121,0,108,15282,23040
el01cn15,01/04/2016-18:25,30.3571,4.36,1462,2810,81,0,112,15297,22560
el01cn15,01/04/2016-18:30,30.3571,4.12,1474,2741,73,0,107,15288,22848
el01cn15,01/04/2016-18:35,30.3571,6.33,1468,2650,128,0,111,15292,22944
el01cn15,01/04/2016-18:40,30.3571,3.46,1457,2771,69,0,103,15286,23232
el01cn15,01/04/2016-18:45,30.3571,5.33,1472,3014,70,0,108,15294,22752
el01cn15,01/04/2016-18:50,30.3571,3.23,1461,2819,117,0,109,15288,22560
el01cn15,01/04/2016-18:55,30.3571,5.13,1468,2745,126,0,109,15294,22176
el01cn15,01/04/2016-19:00,30.3571,7.24,1472,2851,69,0,93,15292,22560
el01cn15,01/04/2016-19:05,30.3571,3.98,1479,2977,130,0,107,15295,22368
el01cn15,01/04/2016-19:10,30.3571,5.07,1470,2795,121,0,112,15290,22464
el01cn15,01/04/2016-19:15,30.3571,6.89,1483,2689,86,0,106,15302,22464
el01cn15,01/04/2016-19:20,30.3571,7.20,1473,2914,129,1,122,15295,22272
el01cn15,01/04/2016-19:25,30.3571,3.20,1464,2822,118,0,97,15308,22272
el01cn15,01/04/2016-19:30,30.3571,8.62,1473,2800,76,0,103,15299,22272
el01cn15,01/04/2016-19:35,30.3571,5.64,1488,2686,75,0,104,15303,22464
el01cn15,01/04/2016-19:40,30.3571,4.01,1485,2623,129,0,97,15295,21984
el01cn15,01/04/2016-19:45,30.3571,6.84,1531,3023,104,1,107,15304,21984
el01cn15,01/04/2016-19:50,30.3571,3.52,1468,2890,90,0,109,15273,22272
el01cn15,01/04/2016-19:55,30.3571,2.86,1470,2832,123,0,99,15281,21888
el01cn15,01/04/2016-20:00,30.3571,7.29,1469,2732,77,0,117,15278,22464
el01cn15,01/04/2016-20:05,30.3571,2.06,1483,2745,83,0,119,15284,22464
el01cn15,01/04/2016-20:10,30.3571,6.24,1477,2629,128,0,113,15275,22464
el01cn15,01/04/2016-20:15,30.3571,2.66,1486,2569,92,0,113,15292,22464
el01cn15,01/04/2016-20:20,30.3571,4.76,1483,2718,80,0,104,15279,23040
el01cn15,01/04/2016-20:25,30.3571,7.69,1475,2716,126,1,106,15295,22944
el01cn15,01/04/2016-20:30,30.3571,2.82,1476,2564,69,0,105,15281,22560
el01cn15,01/04/2016-20:35,30.3571,6.02,1519,2501,101,0,124,15286,22752
el01cn15,01/04/2016-20:40,30.3571,5.64,1496,2400,137,0,107,15279,22464
el01cn15,01/04/2016-20:45,30.3571,6.32,1475,2292,91,0,117,15287,22944
el01cn15,01/04/2016-20:50,30.3571,10.19,1491,2426,95,1,108,15282,23136
el01cn15,01/04/2016-20:55,30.3571,6.49,1487,2259,142,0,113,15288,22848
el01cn15,01/04/2016-21:00,30.3571,2.05,1517,2075,84,0,103,15286,22848
el01cn15,01/04/2016-21:05,30.3571,3.36,1545,2210,148,0,110,15288,23328
el01cn15,01/04/2016-21:10,30.3571,2.64,1532,2085,164,0,112,15281,23040
el01cn15,01/04/2016-21:15,30.3571,2.66,1520,1877,127,0,118,15293,23040
el01cn15,01/04/2016-21:20,30.3571,4.49,1508,2159,107,0,105,15283,23520
el01cn15,01/04/2016-21:25,30.3571,4.35,1462,2259,142,0,123,15298,23808
el01cn15,01/04/2016-21:30,30.3571,2.74,1465,1964,160,0,118,15289,23712
el01cn15,01/04/2016-21:35,30.3571,1.74,1463,1825,124,0,110,15292,24384
el01cn15,01/04/2016-21:40,30.3571,4.64,1453,1674,158,0,129,15287,24672
el01cn15,01/04/2016-21:45,30.3571,3.73,1456,1784,170,0,117,15296,24672
el01cn15,01/04/2016-21:50,30.3571,2.31,1475,1742,129,0,118,15288,25056
el01cn15,01/04/2016-21:55,30.3571,1.31,1460,1531,175,1,129,15295,25248
el01cn15,01/04/2016-22:00,30.3571,1.58,1495,1383,163,0,109,15292,25728
el01cn15,01/04/2016-22:05,30.3571,1.64,1470,1464,157,0,120,15295,26112
el01cn15,01/04/2016-22:10,30.3571,1.69,1472,1411,145,0,118,15289,26304
el01cn15,01/04/2016-22:15,30.3571,1.26,1446,1152,221,0,108,15305,26304
el01cn15,01/04/2016-22:20,30.3571,1.76,1460,1227,138,0,122,15292,27072
el01cn15,01/04/2016-22:25,30.3571,1.97,1452,1119,144,0,118,15306,26976
el01cn15,01/04/2016-22:30,30.3571,1.15,1458,1238,177,0,112,15274,26976
el01cn15,01/04/2016-22:35,30.3571,0.87,1455,1008,179,0,116,15281,27456
el01cn15,01/04/2016-22:40,30.3571,1.87,1457,987,152,0,121,15274,27840
el01cn15,01/04/2016-22:45,30.3571,1.74,1459,976,246,0,110,15284,28032
el01cn15,01/04/2016-22:50,30.3571,1.00,1446,909,126,0,125,15275,27744
el01cn15,01/04/2016-22:55,30.3571,2.04,1441,946,205,0,119,15283,27936
el01cn15,01/04/2016-23:00,30.3571,1.14,1431,771,170,0,105,15279,27264
el01cn15,01/04/2016-23:05,30.3571,2.82,1463,921,186,0,115,15282,27936
el01cn15,01/04/2016-23:10,30.5556,2.08,1449,848,175,0,118,15276,27648
el01cn15,01/04/2016-23:15,30.5556,2.02,1436,623,249,0,105,15289,27360
el01cn15,01/04/2016-23:20,30.5556,1.66,1438,682,290,0,104,15278,27936
el01cn15,01/04/2016-23:25,30.5556,2.41,1443,509,145,0,105,15294,25824
el01cn15,01/04/2016-23:30,30.5556,2.23,1448,511,255,0,108,15282,25920
el01cn15,01/04/2016-23:35,30.3571,0.86,1432,367,189,0,91,15288,25632
el01cn15,01/04/2016-23:40,30.5556,2.22,1437,555,215,0,103,15283,25152
el01cn15,01/04/2016-23:45,30.5556,1.23,1423,563,338,0,104,15291,26304
el01cn15,01/04/2016-23:50,30.5556,1.61,1430,591,249,0,95,15284,25920
el01cn15,01/04/2016-23:55,30.3571,0.96,1424,634,233,0,105,15291,25344
el01cn15,02/04/2016-00:00,30.3571,1.36,1424,645,216,0,115,15287,24576
el01cn15,02/04/2016-00:05,30.3571,1.12,1434,464,226,0,97,15290,24768
el01cn15,02/04/2016-00:10,30.3571,4.91,1419,489,249,0,96,15284,25248
el01cn15,02/04/2016-00:15,30.3571,1.46,1436,366,358,0,109,15295,25440
el01cn15,02/04/2016-00:20,30.3571,0.91,1423,429,290,0,93,15286,25056
el01cn15,02/04/2016-00:25,30.3571,1.92,1425,590,297,0,95,15301,25248
el01cn15,02/04/2016-00:30,30.3571,5.96,1429,618,192,0,108,15291,24960
el01cn15,02/04/2016-00:35,30.3571,1.85,1417,425,263,0,99,15295,24960
el01cn15,02/04/2016-00:40,30.3571,1.21,1417,518,351,2,117,15290,25632
el01cn15,02/04/2016-00:45,30.3571,1.36,1427,520,254,0,105,15298,25344
el01cn15,02/04/2016-00:50,30.3571,1.41,1422,434,295,0,94,15290,25344
el01cn15,02/04/2016-00:55,30.3571,1.61,1404,364,283,0,103,15298,25056
el01cn15,02/04/2016-01:00,30.3571,3.41,1415,431,239,0,100,15295,24672
el01cn15,02/04/2016-01:05,30.3571,0.89,1423,417,263,0,87,15297,24768
el01cn15,02/04/2016-01:10,30.3571,2.18,1419,500,359,0,100,15284,25344
el01cn15,02/04/2016-01:15,30.3571,0.97,1406,420,344,0,99,15269,25536
el01cn15,02/04/2016-01:20,30.3571,1.22,1428,754,235,0,94,15250,24672
el01cn15,02/04/2016-01:25,30.3571,1.26,1420,768,232,0,106,15259,24384
el01cn15,02/04/2016-01:30,30.3571,1.30,1395,886,146,0,132,15249,23520
el01cn15,02/04/2016-01:35,30.3571,0.92,1395,764,256,0,110,15254,23904
el01cn15,02/04/2016-01:40,30.3571,1.03,1403,984,158,0,114,15235,22464
el01cn15,02/04/2016-01:45,30.3571,1.51,1414,936,245,0,104,15244,22848
el01cn15,02/04/2016-01:50,30.3571,4.91,1424,676,268,0,103,15235,23424
el01cn15,02/04/2016-01:55,30.3571,0.94,1406,772,204,0,110,15240,23616
el01cn15,02/04/2016-02:00,30.3571,1.42,1385,892,187,0,156,15239,23424
el01cn15,02/04/2016-02:05,30.3571,1.37,1398,911,211,0,106,15242,23520
el01cn15,02/04/2016-02:10,30.3571,1.40,1431,1049,270,0,109,15274,24096
el01cn15,02/04/2016-02:15,30.3571,1.04,1418,881,197,0,111,15293,23136
el01cn15,02/04/2016-02:20,30.3571,1.36,1431,740,314,0,110,15285,23712
el01cn15,02/04/2016-02:25,30.3571,1.52,1433,803,283,0,101,15302,23904
el01cn15,02/04/2016-02:30,30.3571,2.36,1437,706,157,0,97,15289,23712
el01cn15,02/04/2016-02:35,30.3571,0.94,1421,643,274,0,117,15295,23808
el01cn15,02/04/2016-02:40,30.3571,1.55,1423,882,240,0,101,15289,23328
el01cn15,02/04/2016-02:45,30.3571,1.15,1436,943,279,0,102,15298,23616
el01cn15,02/04/2016-02:50,30.3571,1.71,1430,1194,201,0,115,15290,23424
el01cn15,02/04/2016-02:55,30.3571,0.97,1422,812,235,0,115,15299,23040
el01cn15,02/04/2016-03:00,30.3571,1.20,1435,900,134,0,100,15298,23232
el01cn15,02/04/2016-03:05,30.3571,1.65,1425,938,228,0,114,15299,23520
el01cn15,02/04/2016-03:10,30.3571,2.08,1428,890,300,0,102,15294,23328
el01cn15,02/04/2016-03:15,30.3571,1.67,1432,812,212,0,102,15305,22944
el01cn15,02/04/2016-03:20,30.3571,2.32,1430,679,287,0,111,15297,23616
el01cn15,02/04/2016-03:25,30.3571,1.65,1421,875,166,0,92,15312,22656
