el01cn13,01/04/2016-01:00,30.3571,0.97,1311,452,154,0,98,15113,24384
el01cn13,01/04/2016-01:05,30.3571,0.40,1293,362,217,0,94,15118,25248
el01cn13,01/04/2016-01:10,30.3571,1.44,1300,544,356,0,94,15111,26016
el01cn13,01/04/2016-01:15,30.3571,2.95,1307,532,228,0,113,15117,24672
el01cn13,01/04/2016-01:20,30.3571,3.35,1312,812,232,0,102,15115,25152
el01cn13,01/04/2016-01:25,30.3571,2.36,1287,679,168,0,105,15118,24192
el01cn13,01/04/2016-01:30,30.3571,2.23,1312,550,228,0,111,15115,23424
el01cn13,01/04/2016-01:35,30.3571,0.50,1299,736,207,0,90,15122,24000
el01cn13,01/04/2016-01:40,30.3571,1.23,1302,706,225,0,96,15116,23616
el01cn13,01/04/2016-01:45,30.3571,1.21,1304,448,304,0,112,15122,24192
el01cn13,01/04/2016-01:50,30.3571,0.70,1300,598,146,0,88,15119,23424
el01cn13,01/04/2016-01:55,30.3571,0.66,1299,480,257,0,94,15125,24384
el01cn13,01/04/2016-02:00,30.3571,3.17,1311,678,239,0,114,15120,23904
el01cn13,01/04/2016-02:05,30.3571,0.88,1305,661,206,0,93,15127,24384
el01cn13,01/04/2016-02:10,30.3571,0.87,1296,600,196,0,135,15125,24192
el01cn13,01/04/2016-02:15,30.3571,1.07,1310,725,280,0,121,15128,23424
el01cn13,01/04/2016-02:20,30.3571,1.90,1315,546,328,0,97,15125,24288
el01cn13,01/04/2016-02:25,30.3571,1.66,1310,738,190,0,111,15131,23616
el01cn13,01/04/2016-02:30,30.3571,1.20,1309,805,248,0,123,15101,23712
el01cn13,01/04/2016-02:35,30.3571,3.40,1311,679,176,0,89,15108,23904
el01cn13,01/04/2016-02:40,30.3571,0.56,1297,533,220,0,100,15100,23904
el01cn13,01/04/2016-02:45,30.3571,1.26,1318,644,286,0,114,15107,23904
el01cn13,01/04/2016-02:50,30.3571,0.93,1314,574,199,0,98,15104,23424
el01cn13,01/04/2016-02:55,30.3571,2.78,1306,592,270,0,107,15108,24384
el01cn13,01/04/2016-03:00,30.3571,0.81,1305,672,100,0,110,15104,23616
el01cn13,01/04/2016-03:05,30.3571,0.43,1311,1189,288,0,105,15111,24288
el01cn13,01/04/2016-03:10,30.3571,0.96,1304,550,229,0,120,15105,24096
el01cn13,01/04/2016-03:15,30.3571,0.93,1313,793,229,0,112,15111,24000
el01cn13,01/04/2016-03:20,30.3571,2.94,1311,1169,251,0,110,15109,24096
el01cn13,01/04/2016-03:25,30.3571,1.11,1307,726,164,0,111,15113,23136
el01cn13,01/04/2016-03:30,30.3571,0.96,1307,769,158,0,102,15110,23616
el01cn13,01/04/2016-03:35,30.3571,0.76,1320,896,215,0,110,15118,24768
el01cn13,01/04/2016-03:40,30.3571,1.23,1312,664,293,0,102,15111,25920
el01cn13,01/04/2016-03:45,30.3571,3.07,1306,669,147,0,114,15148,23520
el01cn13,01/04/2016-03:50,30.3571,1.06,1315,615,279,0,109,15115,23616
el01cn13,01/04/2016-03:55,30.3571,5.39,1309,974,185,0,101,15117,24000
el01cn13,01/04/2016-04:00,30.3571,1.26,1316,938,153,0,99,15114,23904
el01cn13,01/04/2016-04:05,30.3571,0.87,1310,637,288,0,113,15122,24768
el01cn13,01/04/2016-04:10,30.3571,0.79,1307,645,143,0,107,15114,23424
el01cn13,01/04/2016-04:15,30.3571,1.80,1318,470,275,0,96,15121,23712
el01cn13,01/04/2016-04:20,30.3571,0.93,1310,777,320,0,114,15118,24192
el01cn13,01/04/2016-04:25,30.3571,0.58,1308,1046,153,0,100,15122,23904
el01cn13,01/04/2016-04:30,30.3571,0.84,1308,798,180,0,102,15119,24096
el01cn13,01/04/2016-04:35,30.3571,0.69,1319,733,244,0,112,15127,24576
el01cn13,01/04/2016-04:40,30.3571,1.09,1304,690,221,0,93,15120,24480
el01cn13,01/04/2016-04:45,30.3571,1.16,1314,1057,189,0,104,15126,24288
el01cn13,01/04/2016-04:50,30.3571,4.79,1310,459,275,0,114,15123,24480
el01cn13,01/04/2016-04:55,30.3571,1.56,1306,738,272,0,92,15127,24768
el01cn13,01/04/2016-05:00,30.3571,1.68,1314,710,186,0,101,15125,24864
el01cn13,01/04/2016-05:05,30.3571,0.64,1303,733,223,0,114,15132,24864
el01cn13,01/04/2016-05:10,30.3571,1.32,1315,774,209,0,99,15124,24288
el01cn13,01/04/2016-05:15,30.3571,2.73,1307,648,141,0,111,15129,24192
el01cn13,01/04/2016-05:20,30.3571,0.69,1308,631,322,0,117,15101,24672
el01cn13,01/04/2016-05:25,30.3571,0.71,1309,774,265,0,100,15105,24672
el01cn13,01/04/2016-05:30,30.3571,1.43,1306,1039,177,0,106,15102,24960
el01cn13,01/04/2016-05:35,30.3571,0.83,1322,882,198,0,110,15112,25056
el01cn13,01/04/2016-05:40,30.3571,0.64,1304,944,240,0,109,15107,24672
el01cn13,01/04/2016-05:45,30.3571,1.01,1321,933,187,0,109,15101,24384
el01cn13,01/04/2016-05:50,30.3571,1.04,1317,1125,171,0,111,15110,24864
el01cn13,01/04/2016-05:55,30.3571,1.15,1309,726,252,0,106,15103,25920
el01cn13,01/04/2016-06:00,30.3571,2.83,1327,1034,155,0,114,15111,26112
el01cn13,01/04/2016-06:05,30.3571,0.68,1329,978,142,0,103,15105,26016
el01cn13,01/04/2016-06:10,30.3571,1.04,1316,1073,211,0,114,15110,26112
el01cn13,01/04/2016-06:15,30.3571,1.97,1335,1352,155,0,122,15105,25920
el01cn13,01/04/2016-06:20,30.3571,2.10,1322,1336,171,0,112,15114,25920
el01cn13,01/04/2016-06:25,30.3571,0.86,1320,1262,206,1,131,15105,25632
el01cn13,01/04/2016-06:30,30.3571,1.00,1315,883,139,0,111,15114,26016
el01cn13,01/04/2016-06:35,30.3571,1.85,1335,1373,121,0,108,15110,26304
el01cn13,01/04/2016-06:40,30.3571,1.59,1328,1093,164,0,122,15115,26208
el01cn13,01/04/2016-06:45,30.3571,6.15,1350,1244,135,0,105,15109,26208
el01cn13,01/04/2016-06:50,30.3571,3.69,1341,1451,135,0,116,15118,26400
el01cn13,01/04/2016-06:55,30.3571,1.48,1330,1454,183,0,124,15110,26592
