name,date,mem,cpu,established,timewait,closewait,finw1,finw2,nprocs,nopenf
el01cn02,01/04/2016-01:00,50,11.11,981,75,2,0,3,15756,30144
el01cn02,01/04/2016-01:05,50,10.87,979,47,2,0,6,15731,30016
el01cn02,01/04/2016-01:10,50,14.00,967,50,1,0,2,15729,30080
el01cn02,01/04/2016-01:15,50,10.55,980,33,1,0,2,15730,30016
el01cn02,01/04/2016-01:20,50,9.60,972,35,2,0,3,15725,30016
el01cn02,01/04/2016-01:25,50,7.54,980,53,2,0,2,15732,30208
el01cn02,01/04/2016-01:30,50.3968,8.47,991,57,2,0,3,15766,30272
el01cn02,01/04/2016-01:35,50,7.98,980,38,2,0,4,15736,30208
el01cn02,01/04/2016-01:40,50.3968,10.06,972,48,2,0,3,15725,30208
el01cn02,01/04/2016-01:45,50.3968,7.92,976,51,2,0,5,15729,30208
el01cn02,01/04/2016-01:50,50.3968,7.98,977,46,1,0,4,15727,30208
el01cn02,01/04/2016-01:55,50.3968,10.32,979,50,1,0,3,15735,30208
el01cn02,01/04/2016-02:00,50.3968,10.99,976,24,2,0,3,15788,30464
el01cn02,01/04/2016-02:05,50.3968,8.78,976,28,2,0,3,15728,30336
el01cn02,01/04/2016-02:10,50.3968,8.39,975,35,2,0,3,15726,30272
el01cn02,01/04/2016-02:15,50.3968,11.45,978,19,2,0,2,15786,30144
el01cn02,01/04/2016-02:20,50.3968,11.91,980,20,2,0,6,15726,30080
el01cn02,01/04/2016-02:25,50.3968,7.37,976,32,2,0,3,15729,30144
el01cn02,01/04/2016-02:30,50.3968,11.18,973,31,1,0,2,15799,30400
el01cn02,01/04/2016-02:35,50.3968,8.13,975,19,1,0,5,15730,30400
el01cn02,01/04/2016-02:40,50.3968,10.26,967,27,2,0,2,15725,29952
el01cn02,01/04/2016-02:45,50.3968,9.35,971,26,2,0,2,15725,29888
el01cn02,01/04/2016-02:50,50.3968,7.83,977,25,2,0,4,15725,30208
el01cn02,01/04/2016-02:55,50.3968,7.29,975,29,2,0,3,15730,30144
el01cn02,01/04/2016-03:00,50.3968,9.13,971,24,2,0,3,15791,30144
el01cn02,01/04/2016-03:05,50.3968,9.60,982,25,2,0,2,15731,30144
el01cn02,01/04/2016-03:10,50.3968,10.13,976,30,1,0,4,15727,29824
el01cn02,01/04/2016-03:15,50.3968,11.37,971,17,1,0,2,15727,29952
el01cn02,01/04/2016-03:20,50.3968,8.65,972,17,2,0,2,15725,29952
