el01cn10,01/04/2016-01:00,29.3651,0.73,1294,460,203,0,101,14977,23616
el01cn10,01/04/2016-01:05,29.3651,0.54,1280,362,160,0,94,14968,23424
el01cn10,01/04/2016-01:10,29.3651,2.56,1289,477,258,0,90,14973,23712
el01cn10,01/04/2016-01:15,29.3651,0.88,1303,595,258,0,116,14968,23808
el01cn10,01/04/2016-01:20,29.3651,1.53,1306,734,214,0,98,14974,23808
el01cn10,01/04/2016-01:25,29.3651,2.27,1282,613,278,0,104,14970,23808
el01cn10,01/04/2016-01:30,29.3651,2.33,1309,534,171,0,116,14975,22752
el01cn10,01/04/2016-01:35,29.3651,1.22,1296,731,154,0,89,14975,22656
el01cn10,01/04/2016-01:40,29.3651,0.74,1287,654,174,0,96,14978,22272
el01cn10,01/04/2016-01:45,29.3651,0.94,1297,450,305,0,112,14971,22656
el01cn10,01/04/2016-01:50,29.3651,0.34,1287,702,129,0,93,14976,22176
el01cn10,01/04/2016-01:55,29.3651,0.89,1295,437,243,0,93,14974,23136
el01cn10,01/04/2016-02:00,29.3651,1.10,1296,678,198,0,113,14981,23040
el01cn10,01/04/2016-02:05,29.3651,1.22,1309,693,192,0,97,14973,23328
el01cn10,01/04/2016-02:10,29.3651,0.38,1287,637,298,0,126,14980,24000
el01cn10,01/04/2016-02:15,29.3651,0.76,1291,671,223,0,115,14975,22656
el01cn10,01/04/2016-02:20,29.3651,0.42,1292,489,290,1,92,14981,22944
el01cn10,01/04/2016-02:25,29.3651,1.05,1294,767,285,0,113,14978,22752
el01cn10,01/04/2016-02:30,29.3651,1.54,1303,794,246,0,123,14982,22560
el01cn10,01/04/2016-02:35,29.3651,1.59,1306,728,239,0,101,14976,22272
el01cn10,01/04/2016-02:40,29.3651,0.59,1290,558,193,0,101,14984,22464
el01cn10,01/04/2016-02:45,29.3651,0.66,1302,677,266,0,117,14977,22464
el01cn10,01/04/2016-02:50,29.3651,0.68,1308,600,279,0,99,14987,23232
el01cn10,01/04/2016-02:55,29.3651,1.22,1296,532,227,0,104,14983,22848
el01cn10,01/04/2016-03:00,29.3651,2.23,1298,674,206,0,118,14988,22752
el01cn10,01/04/2016-03:05,29.3651,2.57,1308,1216,239,0,107,14982,22752
el01cn10,01/04/2016-03:10,29.3651,0.65,1296,537,208,0,120,14968,22944
el01cn10,01/04/2016-03:15,29.3651,0.53,1296,769,242,0,112,14964,22464
el01cn10,01/04/2016-03:20,29.3651,1.24,1309,1094,324,0,107,14971,23232
el01cn10,01/04/2016-03:25,29.5635,3.34,1298,901,170,0,112,14998,23328
el01cn10,01/04/2016-03:30,29.3651,1.04,1314,988,237,0,107,14974,23328
el01cn10,01/04/2016-03:35,29.3651,0.60,1299,949,172,0,115,14971,22944
el01cn10,01/04/2016-03:40,29.3651,1.05,1300,718,249,0,107,14975,23328
el01cn10,01/04/2016-03:45,29.3651,0.33,1285,657,183,0,111,14974,22848
el01cn10,01/04/2016-03:50,29.3651,0.56,1296,740,249,0,120,14976,22944
el01cn10,01/04/2016-03:55,29.3651,2.01,1306,857,270,0,93,14974,23424
el01cn10,01/04/2016-04:00,29.3651,1.51,1320,988,153,0,105,14984,22848
el01cn10,01/04/2016-04:05,29.3651,0.82,1300,663,265,0,113,14974,23040
el01cn10,01/04/2016-04:10,29.3651,0.35,1286,661,171,0,116,14981,22176
el01cn10,01/04/2016-04:15,29.3651,1.12,1303,445,240,0,92,14976,22464
el01cn10,01/04/2016-04:20,29.3651,0.86,1299,902,356,0,117,14982,23232
el01cn10,01/04/2016-04:25,29.3651,2.20,1300,867,201,0,97,14976,22464
el01cn10,01/04/2016-04:30,29.3651,1.17,1305,800,214,0,101,14983,23232
el01cn10,01/04/2016-04:35,29.3651,0.62,1295,718,171,0,115,14977,22464
el01cn10,01/04/2016-04:40,29.3651,0.70,1300,806,223,0,97,14983,23424
el01cn10,01/04/2016-04:45,29.3651,1.33,1311,815,141,0,101,14981,23328
el01cn10,01/04/2016-04:50,29.3651,0.49,1296,489,307,0,111,14983,24000
el01cn10,01/04/2016-04:55,29.3651,0.47,1286,647,286,0,86,14981,24000
el01cn10,01/04/2016-05:00,29.3651,0.65,1295,766,168,0,103,14988,23616
el01cn10,01/04/2016-05:05,29.3651,2.23,1287,515,247,0,107,14982,24192
el01cn10,01/04/2016-05:10,29.3651,2.94,1298,730,156,0,101,14988,23328
el01cn10,01/04/2016-05:15,29.3651,3.39,1313,519,229,0,103,14983,24384
el01cn10,01/04/2016-05:20,29.3651,1.16,1302,559,215,0,111,14989,23232
el01cn10,01/04/2016-05:25,29.3651,3.04,1297,745,220,0,99,14987,23040
el01cn10,01/04/2016-05:30,29.3651,0.98,1302,1174,166,0,107,14990,23136
el01cn10,01/04/2016-05:35,29.3651,1.61,1315,876,206,0,107,14987,23616
el01cn10,01/04/2016-05:40,29.3651,0.75,1296,888,213,0,106,14969,23520
el01cn10,01/04/2016-05:45,29.3651,1.00,1308,791,211,0,106,14962,23520
el01cn10,01/04/2016-05:50,29.3651,0.43,1313,1142,228,0,107,14968,23712
el01cn10,01/04/2016-05:55,29.3651,2.54,1311,909,206,0,120,14966,24192
el01cn10,01/04/2016-06:00,29.3651,0.89,1316,1042,201,0,117,14975,25152
el01cn10,01/04/2016-06:05,29.3651,0.51,1292,1156,129,0,107,14968,24576
el01cn10,01/04/2016-06:10,29.3651,1.06,1314,1193,178,0,118,14971,24768
el01cn10,01/04/2016-06:15,29.3651,2.52,1331,1174,178,0,113,14966,24864
el01cn10,01/04/2016-06:20,29.3651,1.38,1312,1337,136,0,113,14973,24480
el01cn10,01/04/2016-06:25,29.3651,1.17,1313,1272,213,0,131,14969,24480
el01cn10,01/04/2016-06:30,29.3651,1.30,1319,890,129,0,113,14975,24192
el01cn10,01/04/2016-06:35,29.3651,2.98,1334,1384,140,1,105,14970,25248
